"","subid","trial_type","trial","looking_time","order","lab","trial_num"
"1","MB12_S01","ADS","ADS1",0.9,1,"irl-concordia",4
"2","MB12_S01","ADS","ADS2",3.91,1,"irl-concordia",6
"3","MB12_S01","ADS","ADS3",1.43,1,"irl-concordia",7
"4","MB12_S01","ADS","ADS4",1.45,1,"irl-concordia",10
"5","MB12_S01","ADS","ADS5",7.01,1,"irl-concordia",11
"6","MB12_S01","ADS","ADS6",0,1,"irl-concordia",13
"7","MB12_S01","ADS","ADS7",0,1,"irl-concordia",16
"8","MB12_S01","ADS","ADS8",0,1,"irl-concordia",17
"9","MB12_S01","IDS","IDS1",9.5,1,"irl-concordia",3
"10","MB12_S01","IDS","IDS2",1.3,1,"irl-concordia",5
"11","MB12_S01","IDS","IDS3",5.83,1,"irl-concordia",8
"12","MB12_S01","IDS","IDS4",0.6,1,"irl-concordia",9
"13","MB12_S01","IDS","IDS5",0,1,"irl-concordia",12
"14","MB12_S01","IDS","IDS6",0,1,"irl-concordia",14
"15","MB12_S01","IDS","IDS7",0,1,"irl-concordia",15
"16","MB12_S01","IDS","IDS8",0.57,1,"irl-concordia",18
"17","MB12_S01","training","train1",5.67,1,"irl-concordia",1
"18","MB12_S01","training","train2",1.02,1,"irl-concordia",2
"19","MB12_S02","ADS","ADS1",4.1,3,"irl-concordia",7
"20","MB12_S02","ADS","ADS2",0,3,"irl-concordia",11
"21","MB12_S02","ADS","ADS3",5.88,3,"irl-concordia",9
"22","MB12_S02","ADS","ADS4",5.46,3,"irl-concordia",14
"23","MB12_S02","ADS","ADS5",2.75,3,"irl-concordia",4
"24","MB12_S02","ADS","ADS6",1.07,3,"irl-concordia",16
"25","MB12_S02","ADS","ADS7",3.17,3,"irl-concordia",5
"26","MB12_S02","ADS","ADS8",2.3,3,"irl-concordia",18
"27","MB12_S02","IDS","IDS1",7.06,3,"irl-concordia",8
"28","MB12_S02","IDS","IDS2",14.38,3,"irl-concordia",12
"29","MB12_S02","IDS","IDS3",10.91,3,"irl-concordia",10
"30","MB12_S02","IDS","IDS4",1,3,"irl-concordia",13
"31","MB12_S02","IDS","IDS5",11.66,3,"irl-concordia",3
"32","MB12_S02","IDS","IDS6",1.02,3,"irl-concordia",15
"33","MB12_S02","IDS","IDS7",10.43,3,"irl-concordia",6
"34","MB12_S02","IDS","IDS8",1.82,3,"irl-concordia",17
"35","MB12_S02","training","train1",5.03,3,"irl-concordia",1
"36","MB12_S02","training","train2",2.75,3,"irl-concordia",2
"37","MB12_S03","ADS","ADS1",1.83,1,"irl-concordia",4
"38","MB12_S03","ADS","ADS2",0,1,"irl-concordia",6
"39","MB12_S03","ADS","ADS3",0,1,"irl-concordia",7
"40","MB12_S03","ADS","ADS4",0,1,"irl-concordia",10
"41","MB12_S03","ADS","ADS5",0,1,"irl-concordia",11
"42","MB12_S03","ADS","ADS6",0,1,"irl-concordia",13
"43","MB12_S03","ADS","ADS7",0,1,"irl-concordia",16
"44","MB12_S03","ADS","ADS8",0,1,"irl-concordia",17
"45","MB12_S03","IDS","IDS1",0,1,"irl-concordia",3
"46","MB12_S03","IDS","IDS2",0,1,"irl-concordia",5
"47","MB12_S03","IDS","IDS3",0,1,"irl-concordia",8
"48","MB12_S03","IDS","IDS4",0,1,"irl-concordia",9
"49","MB12_S03","IDS","IDS5",0,1,"irl-concordia",12
"50","MB12_S03","IDS","IDS6",0,1,"irl-concordia",14
"51","MB12_S03","IDS","IDS7",0,1,"irl-concordia",15
"52","MB12_S03","IDS","IDS8",0,1,"irl-concordia",18
"53","MB12_S03","training","train1",2.19,1,"irl-concordia",1
"54","MB12_S03","training","train2",0,1,"irl-concordia",2
"55","MB12_S04","ADS","ADS1",1.95,1,"irl-concordia",4
"56","MB12_S04","ADS","ADS2",1.46,1,"irl-concordia",6
"57","MB12_S04","ADS","ADS3",1,1,"irl-concordia",7
"58","MB12_S04","ADS","ADS4",2.4,1,"irl-concordia",10
"59","MB12_S04","ADS","ADS5",2.81,1,"irl-concordia",11
"60","MB12_S04","ADS","ADS6",0,1,"irl-concordia",13
"61","MB12_S04","ADS","ADS7",3.84,1,"irl-concordia",16
"62","MB12_S04","ADS","ADS8",7.73,1,"irl-concordia",17
"63","MB12_S04","IDS","IDS1",3.63,1,"irl-concordia",3
"64","MB12_S04","IDS","IDS2",1.4,1,"irl-concordia",5
"65","MB12_S04","IDS","IDS3",4,1,"irl-concordia",8
"66","MB12_S04","IDS","IDS4",6.62,1,"irl-concordia",9
"67","MB12_S04","IDS","IDS5",1.73,1,"irl-concordia",12
"68","MB12_S04","IDS","IDS6",0,1,"irl-concordia",14
"69","MB12_S04","IDS","IDS7",1.18,1,"irl-concordia",15
"70","MB12_S04","IDS","IDS8",1.24,1,"irl-concordia",18
"71","MB12_S04","training","train1",6.65,1,"irl-concordia",1
"72","MB12_S04","training","train2",2.81,1,"irl-concordia",2
"73","MB12_S05","ADS","ADS1",7.66,4,"irl-concordia",8
"74","MB12_S05","ADS","ADS2",11.87,4,"irl-concordia",12
"75","MB12_S05","ADS","ADS3",7.38,4,"irl-concordia",10
"76","MB12_S05","ADS","ADS4",0,4,"irl-concordia",13
"77","MB12_S05","ADS","ADS5",16.78,4,"irl-concordia",3
"78","MB12_S05","ADS","ADS6",0,4,"irl-concordia",15
"79","MB12_S05","ADS","ADS7",5.05,4,"irl-concordia",6
"80","MB12_S05","ADS","ADS8",3.35,4,"irl-concordia",17
"81","MB12_S05","IDS","IDS1",7.71,4,"irl-concordia",7
"82","MB12_S05","IDS","IDS2",6.28,4,"irl-concordia",11
"83","MB12_S05","IDS","IDS3",8.2,4,"irl-concordia",9
"84","MB12_S05","IDS","IDS4",8.96,4,"irl-concordia",14
"85","MB12_S05","IDS","IDS5",12.18,4,"irl-concordia",4
"86","MB12_S05","IDS","IDS6",0,4,"irl-concordia",16
"87","MB12_S05","IDS","IDS7",11.73,4,"irl-concordia",5
"88","MB12_S05","IDS","IDS8",3.43,4,"irl-concordia",18
"89","MB12_S05","training","train1",17.91,4,"irl-concordia",2
"90","MB12_S05","training","train2",8.63,4,"irl-concordia",1
"91","MB12_S06","ADS","ADS1",2.93,2,"irl-concordia",3
"92","MB12_S06","ADS","ADS2",4.96,2,"irl-concordia",5
"93","MB12_S06","ADS","ADS3",3.4,2,"irl-concordia",8
"94","MB12_S06","ADS","ADS4",4.21,2,"irl-concordia",9
"95","MB12_S06","ADS","ADS5",3.47,2,"irl-concordia",12
"96","MB12_S06","ADS","ADS6",0.73,2,"irl-concordia",14
"97","MB12_S06","ADS","ADS7",0,2,"irl-concordia",15
"98","MB12_S06","ADS","ADS8",0,2,"irl-concordia",18
"99","MB12_S06","IDS","IDS1",6.67,2,"irl-concordia",4
"100","MB12_S06","IDS","IDS2",2.53,2,"irl-concordia",6
"101","MB12_S06","IDS","IDS3",0,2,"irl-concordia",7
"102","MB12_S06","IDS","IDS4",0,2,"irl-concordia",10
"103","MB12_S06","IDS","IDS5",3.51,2,"irl-concordia",11
"104","MB12_S06","IDS","IDS6",3.65,2,"irl-concordia",13
"105","MB12_S06","IDS","IDS7",0,2,"irl-concordia",16
"106","MB12_S06","IDS","IDS8",0,2,"irl-concordia",17
"107","MB12_S06","training","train1",11.84,2,"irl-concordia",2
"108","MB12_S06","training","train2",17.01,2,"irl-concordia",1
"109","MB12_S07","ADS","ADS1",11.74,2,"irl-concordia",3
"110","MB12_S07","ADS","ADS2",2.58,2,"irl-concordia",5
"111","MB12_S07","ADS","ADS3",3.22,2,"irl-concordia",8
"112","MB12_S07","ADS","ADS4",3.04,2,"irl-concordia",9
"113","MB12_S07","ADS","ADS5",3.7,2,"irl-concordia",12
"114","MB12_S07","ADS","ADS6",1.08,2,"irl-concordia",14
"115","MB12_S07","ADS","ADS7",0,2,"irl-concordia",15
"116","MB12_S07","ADS","ADS8",1.32,2,"irl-concordia",18
"117","MB12_S07","IDS","IDS1",6.7,2,"irl-concordia",4
"118","MB12_S07","IDS","IDS2",4.71,2,"irl-concordia",6
"119","MB12_S07","IDS","IDS3",5.92,2,"irl-concordia",7
"120","MB12_S07","IDS","IDS4",5.26,2,"irl-concordia",10
"121","MB12_S07","IDS","IDS5",1.87,2,"irl-concordia",11
"122","MB12_S07","IDS","IDS6",1.93,2,"irl-concordia",13
"123","MB12_S07","IDS","IDS7",0.33,2,"irl-concordia",16
"124","MB12_S07","IDS","IDS8",0.24,2,"irl-concordia",17
"125","MB12_S07","training","train1",9.82,2,"irl-concordia",2
"126","MB12_S07","training","train2",8.46,2,"irl-concordia",1
"127","MB12_S08","ADS","ADS1",0.53,3,"irl-concordia",7
"128","MB12_S08","ADS","ADS2",0.32,3,"irl-concordia",11
"129","MB12_S08","ADS","ADS3",0,3,"irl-concordia",9
"130","MB12_S08","ADS","ADS4",0.28,3,"irl-concordia",14
"131","MB12_S08","ADS","ADS5",2.26,3,"irl-concordia",4
"132","MB12_S08","ADS","ADS6",0,3,"irl-concordia",16
"133","MB12_S08","ADS","ADS7",0,3,"irl-concordia",5
"134","MB12_S08","ADS","ADS8",0,3,"irl-concordia",18
"135","MB12_S08","IDS","IDS1",0,3,"irl-concordia",8
"136","MB12_S08","IDS","IDS2",0,3,"irl-concordia",12
"137","MB12_S08","IDS","IDS3",0,3,"irl-concordia",10
"138","MB12_S08","IDS","IDS4",0.42,3,"irl-concordia",13
"139","MB12_S08","IDS","IDS5",12.07,3,"irl-concordia",3
"140","MB12_S08","IDS","IDS6",0,3,"irl-concordia",15
"141","MB12_S08","IDS","IDS7",0,3,"irl-concordia",6
"142","MB12_S08","IDS","IDS8",0,3,"irl-concordia",17
"143","MB12_S08","training","train1",4.07,3,"irl-concordia",1
"144","MB12_S08","training","train2",1.32,3,"irl-concordia",2
"145","MB12_S09","ADS","ADS1",7.36,3,"irl-concordia",7
"146","MB12_S09","ADS","ADS2",1.07,3,"irl-concordia",11
"147","MB12_S09","ADS","ADS3",4.65,3,"irl-concordia",9
"148","MB12_S09","ADS","ADS4",3.48,3,"irl-concordia",14
"149","MB12_S09","ADS","ADS5",2.08,3,"irl-concordia",4
"150","MB12_S09","ADS","ADS6",1.62,3,"irl-concordia",16
"151","MB12_S09","ADS","ADS7",12.86,3,"irl-concordia",5
"152","MB12_S09","ADS","ADS8",0.85,3,"irl-concordia",18
"153","MB12_S09","IDS","IDS1",2.33,3,"irl-concordia",8
"154","MB12_S09","IDS","IDS2",0.09,3,"irl-concordia",12
"155","MB12_S09","IDS","IDS3",11.78,3,"irl-concordia",10
"156","MB12_S09","IDS","IDS4",7.67,3,"irl-concordia",13
"157","MB12_S09","IDS","IDS5",12.29,3,"irl-concordia",3
"158","MB12_S09","IDS","IDS6",3.97,3,"irl-concordia",15
"159","MB12_S09","IDS","IDS7",12.01,3,"irl-concordia",6
"160","MB12_S09","IDS","IDS8",4.98,3,"irl-concordia",17
"161","MB12_S09","training","train1",17.26,3,"irl-concordia",1
"162","MB12_S09","training","train2",17.24,3,"irl-concordia",2
"163","MB12_S10","ADS","ADS1",0,4,"irl-concordia",8
"164","MB12_S10","ADS","ADS2",1.94,4,"irl-concordia",12
"165","MB12_S10","ADS","ADS3",0.68,4,"irl-concordia",10
"166","MB12_S10","ADS","ADS4",0.35,4,"irl-concordia",13
"167","MB12_S10","ADS","ADS5",3.26,4,"irl-concordia",3
"168","MB12_S10","ADS","ADS6",0,4,"irl-concordia",15
"169","MB12_S10","ADS","ADS7",0.45,4,"irl-concordia",6
"170","MB12_S10","ADS","ADS8",0,4,"irl-concordia",17
"171","MB12_S10","IDS","IDS1",5.95,4,"irl-concordia",7
"172","MB12_S10","IDS","IDS2",1.81,4,"irl-concordia",11
"173","MB12_S10","IDS","IDS3",0,4,"irl-concordia",9
"174","MB12_S10","IDS","IDS4",7.83,4,"irl-concordia",14
"175","MB12_S10","IDS","IDS5",1.25,4,"irl-concordia",4
"176","MB12_S10","IDS","IDS6",0,4,"irl-concordia",16
"177","MB12_S10","IDS","IDS7",8.59,4,"irl-concordia",5
"178","MB12_S10","IDS","IDS8",0,4,"irl-concordia",18
"179","MB12_S10","training","train1",4.5,4,"irl-concordia",2
"180","MB12_S10","training","train2",4.65,4,"irl-concordia",1
"181","MB12_S11","ADS","ADS1",5.8,4,"irl-concordia",8
"182","MB12_S11","ADS","ADS2",6.27,4,"irl-concordia",12
"183","MB12_S11","ADS","ADS3",2.39,4,"irl-concordia",10
"184","MB12_S11","ADS","ADS4",9.56,4,"irl-concordia",13
"185","MB12_S11","ADS","ADS5",17.9,4,"irl-concordia",3
"186","MB12_S11","ADS","ADS6",6.75,4,"irl-concordia",15
"187","MB12_S11","ADS","ADS7",17.69,4,"irl-concordia",6
"188","MB12_S11","ADS","ADS8",3.5,4,"irl-concordia",17
"189","MB12_S11","IDS","IDS1",16.35,4,"irl-concordia",7
"190","MB12_S11","IDS","IDS2",6.91,4,"irl-concordia",11
"191","MB12_S11","IDS","IDS3",6.68,4,"irl-concordia",9
"192","MB12_S11","IDS","IDS4",1.09,4,"irl-concordia",14
"193","MB12_S11","IDS","IDS5",17.55,4,"irl-concordia",4
"194","MB12_S11","IDS","IDS6",3.88,4,"irl-concordia",16
"195","MB12_S11","IDS","IDS7",15.39,4,"irl-concordia",5
"196","MB12_S11","IDS","IDS8",3.63,4,"irl-concordia",18
"197","MB12_S11","training","train1",6.6,4,"irl-concordia",2
"198","MB12_S11","training","train2",12.52,4,"irl-concordia",1
"199","MB12_S12","ADS","ADS1",3.85,1,"irl-concordia",4
"200","MB12_S12","ADS","ADS2",1.86,1,"irl-concordia",6
"201","MB12_S12","ADS","ADS3",3.44,1,"irl-concordia",7
"202","MB12_S12","ADS","ADS4",0.99,1,"irl-concordia",10
"203","MB12_S12","ADS","ADS5",1.83,1,"irl-concordia",11
"204","MB12_S12","ADS","ADS6",1.88,1,"irl-concordia",13
"205","MB12_S12","ADS","ADS7",0,1,"irl-concordia",16
"206","MB12_S12","ADS","ADS8",0.5,1,"irl-concordia",17
"207","MB12_S12","IDS","IDS1",8.62,1,"irl-concordia",3
"208","MB12_S12","IDS","IDS2",12.06,1,"irl-concordia",5
"209","MB12_S12","IDS","IDS3",1.67,1,"irl-concordia",8
"210","MB12_S12","IDS","IDS4",2.05,1,"irl-concordia",9
"211","MB12_S12","IDS","IDS5",1.21,1,"irl-concordia",12
"212","MB12_S12","IDS","IDS6",0,1,"irl-concordia",14
"213","MB12_S12","IDS","IDS7",0.4,1,"irl-concordia",15
"214","MB12_S12","IDS","IDS8",0.12,1,"irl-concordia",18
"215","MB12_S12","training","train1",11.98,1,"irl-concordia",1
"216","MB12_S12","training","train2",3.51,1,"irl-concordia",2
"217","MB12_S13","ADS","ADS1",5.77,2,"irl-concordia",3
"218","MB12_S13","ADS","ADS2",0,2,"irl-concordia",5
"219","MB12_S13","ADS","ADS3",0.47,2,"irl-concordia",8
"220","MB12_S13","ADS","ADS4",0,2,"irl-concordia",9
"221","MB12_S13","ADS","ADS5",0,2,"irl-concordia",12
"222","MB12_S13","ADS","ADS6",0,2,"irl-concordia",14
"223","MB12_S13","ADS","ADS7",0,2,"irl-concordia",15
"224","MB12_S13","ADS","ADS8",0,2,"irl-concordia",18
"225","MB12_S13","IDS","IDS1",17.34,2,"irl-concordia",4
"226","MB12_S13","IDS","IDS2",6.79,2,"irl-concordia",6
"227","MB12_S13","IDS","IDS3",2.65,2,"irl-concordia",7
"228","MB12_S13","IDS","IDS4",0,2,"irl-concordia",10
"229","MB12_S13","IDS","IDS5",0,2,"irl-concordia",11
"230","MB12_S13","IDS","IDS6",0,2,"irl-concordia",13
"231","MB12_S13","IDS","IDS7",0,2,"irl-concordia",16
"232","MB12_S13","IDS","IDS8",0,2,"irl-concordia",17
"233","MB12_S13","training","train1",2.99,2,"irl-concordia",2
"234","MB12_S13","training","train2",8.44,2,"irl-concordia",1
"235","MB12_S14","ADS","ADS1",10.12,1,"irl-concordia",4
"236","MB12_S14","ADS","ADS2",6.28,1,"irl-concordia",6
"237","MB12_S14","ADS","ADS3",14.69,1,"irl-concordia",7
"238","MB12_S14","ADS","ADS4",1.09,1,"irl-concordia",10
"239","MB12_S14","ADS","ADS5",5.65,1,"irl-concordia",11
"240","MB12_S14","ADS","ADS6",1.75,1,"irl-concordia",13
"241","MB12_S14","ADS","ADS7",11.74,1,"irl-concordia",16
"242","MB12_S14","ADS","ADS8",5.45,1,"irl-concordia",17
"243","MB12_S14","IDS","IDS1",10.23,1,"irl-concordia",3
"244","MB12_S14","IDS","IDS2",7.36,1,"irl-concordia",5
"245","MB12_S14","IDS","IDS3",15.19,1,"irl-concordia",8
"246","MB12_S14","IDS","IDS4",8.28,1,"irl-concordia",9
"247","MB12_S14","IDS","IDS5",0,1,"irl-concordia",12
"248","MB12_S14","IDS","IDS6",3.7,1,"irl-concordia",14
"249","MB12_S14","IDS","IDS7",8.74,1,"irl-concordia",15
"250","MB12_S14","IDS","IDS8",9.92,1,"irl-concordia",18
"251","MB12_S14","training","train1",13.89,1,"irl-concordia",1
"252","MB12_S14","training","train2",8.35,1,"irl-concordia",2
"253","MB12_S15","ADS","ADS1",2.09,4,"irl-concordia",8
"254","MB12_S15","ADS","ADS2",1.1,4,"irl-concordia",12
"255","MB12_S15","ADS","ADS3",3.22,4,"irl-concordia",10
"256","MB12_S15","ADS","ADS4",3.84,4,"irl-concordia",13
"257","MB12_S15","ADS","ADS5",7.18,4,"irl-concordia",3
"258","MB12_S15","ADS","ADS6",2.8,4,"irl-concordia",15
"259","MB12_S15","ADS","ADS7",0.33,4,"irl-concordia",6
"260","MB12_S15","ADS","ADS8",5.9,4,"irl-concordia",17
"261","MB12_S15","IDS","IDS1",2.77,4,"irl-concordia",7
"262","MB12_S15","IDS","IDS2",1.72,4,"irl-concordia",11
"263","MB12_S15","IDS","IDS3",4.3,4,"irl-concordia",9
"264","MB12_S15","IDS","IDS4",9.62,4,"irl-concordia",14
"265","MB12_S15","IDS","IDS5",2.5,4,"irl-concordia",4
"266","MB12_S15","IDS","IDS6",1.74,4,"irl-concordia",16
"267","MB12_S15","IDS","IDS7",1.91,4,"irl-concordia",5
"268","MB12_S15","IDS","IDS8",6.26,4,"irl-concordia",18
"269","MB12_S15","training","train1",7.29,4,"irl-concordia",2
"270","MB12_S15","training","train2",6.99,4,"irl-concordia",1
"271","MB12_S16","ADS","ADS1",0.98,1,"irl-concordia",4
"272","MB12_S16","ADS","ADS2",6.77,1,"irl-concordia",6
"273","MB12_S16","ADS","ADS3",2.55,1,"irl-concordia",7
"274","MB12_S16","ADS","ADS4",1.2,1,"irl-concordia",10
"275","MB12_S16","ADS","ADS5",0,1,"irl-concordia",11
"276","MB12_S16","ADS","ADS6",0,1,"irl-concordia",13
"277","MB12_S16","ADS","ADS7",0,1,"irl-concordia",16
"278","MB12_S16","ADS","ADS8",0,1,"irl-concordia",17
"279","MB12_S16","IDS","IDS1",7.4,1,"irl-concordia",3
"280","MB12_S16","IDS","IDS2",6.09,1,"irl-concordia",5
"281","MB12_S16","IDS","IDS3",3.8,1,"irl-concordia",8
"282","MB12_S16","IDS","IDS4",0.27,1,"irl-concordia",9
"283","MB12_S16","IDS","IDS5",0,1,"irl-concordia",12
"284","MB12_S16","IDS","IDS6",0,1,"irl-concordia",14
"285","MB12_S16","IDS","IDS7",0,1,"irl-concordia",15
"286","MB12_S16","IDS","IDS8",0,1,"irl-concordia",18
"287","MB12_S16","training","train1",5.76,1,"irl-concordia",1
"288","MB12_S16","training","train2",1.9,1,"irl-concordia",2
"289","MB12_S17","ADS","ADS1",16.43,2,"irl-concordia",3
"290","MB12_S17","ADS","ADS2",4.33,2,"irl-concordia",5
"291","MB12_S17","ADS","ADS3",13.44,2,"irl-concordia",8
"292","MB12_S17","ADS","ADS4",4.79,2,"irl-concordia",9
"293","MB12_S17","ADS","ADS5",4.32,2,"irl-concordia",12
"294","MB12_S17","ADS","ADS6",3.01,2,"irl-concordia",14
"295","MB12_S17","ADS","ADS7",6.55,2,"irl-concordia",15
"296","MB12_S17","ADS","ADS8",3.74,2,"irl-concordia",18
"297","MB12_S17","IDS","IDS1",16.29,2,"irl-concordia",4
"298","MB12_S17","IDS","IDS2",15.44,2,"irl-concordia",6
"299","MB12_S17","IDS","IDS3",15.34,2,"irl-concordia",7
"300","MB12_S17","IDS","IDS4",5.2,2,"irl-concordia",10
"301","MB12_S17","IDS","IDS5",3.15,2,"irl-concordia",11
"302","MB12_S17","IDS","IDS6",1.76,2,"irl-concordia",13
"303","MB12_S17","IDS","IDS7",3.93,2,"irl-concordia",16
"304","MB12_S17","IDS","IDS8",7.17,2,"irl-concordia",17
"305","MB12_S17","training","train1",12.71,2,"irl-concordia",2
"306","MB12_S17","training","train2",13.03,2,"irl-concordia",1
"307","MB12_S18","ADS","ADS1",3.15,3,"irl-concordia",7
"308","MB12_S18","ADS","ADS2",4.33,3,"irl-concordia",11
"309","MB12_S18","ADS","ADS3",1.54,3,"irl-concordia",9
"310","MB12_S18","ADS","ADS4",3.53,3,"irl-concordia",14
"311","MB12_S18","ADS","ADS5",5.77,3,"irl-concordia",4
"312","MB12_S18","ADS","ADS6",0.12,3,"irl-concordia",16
"313","MB12_S18","ADS","ADS7",8.81,3,"irl-concordia",5
"314","MB12_S18","ADS","ADS8",0.39,3,"irl-concordia",18
"315","MB12_S18","IDS","IDS1",0.9,3,"irl-concordia",8
"316","MB12_S18","IDS","IDS2",0.17,3,"irl-concordia",12
"317","MB12_S18","IDS","IDS3",9.1,3,"irl-concordia",10
"318","MB12_S18","IDS","IDS4",0.75,3,"irl-concordia",13
"319","MB12_S18","IDS","IDS5",10.03,3,"irl-concordia",3
"320","MB12_S18","IDS","IDS6",2.15,3,"irl-concordia",15
"321","MB12_S18","IDS","IDS7",10.73,3,"irl-concordia",6
"322","MB12_S18","IDS","IDS8",0,3,"irl-concordia",17
"323","MB12_S18","training","train1",18.07,3,"irl-concordia",1
"324","MB12_S18","training","train2",17.18,3,"irl-concordia",2
"325","MB12_S19","ADS","ADS1",4.47,1,"irl-concordia",4
"326","MB12_S19","ADS","ADS2",4.31,1,"irl-concordia",6
"327","MB12_S19","ADS","ADS3",9.18,1,"irl-concordia",7
"328","MB12_S19","ADS","ADS4",2.51,1,"irl-concordia",10
"329","MB12_S19","ADS","ADS5",5.75,1,"irl-concordia",11
"330","MB12_S19","ADS","ADS6",13.28,1,"irl-concordia",13
"331","MB12_S19","ADS","ADS7",12.48,1,"irl-concordia",16
"332","MB12_S19","ADS","ADS8",12.53,1,"irl-concordia",17
"333","MB12_S19","IDS","IDS1",16.45,1,"irl-concordia",3
"334","MB12_S19","IDS","IDS2",15.45,1,"irl-concordia",5
"335","MB12_S19","IDS","IDS3",5.64,1,"irl-concordia",8
"336","MB12_S19","IDS","IDS4",7.28,1,"irl-concordia",9
"337","MB12_S19","IDS","IDS5",16.41,1,"irl-concordia",12
"338","MB12_S19","IDS","IDS6",14.8,1,"irl-concordia",14
"339","MB12_S19","IDS","IDS7",16.21,1,"irl-concordia",15
"340","MB12_S19","IDS","IDS8",10.92,1,"irl-concordia",18
"341","MB12_S19","training","train1",17.15,1,"irl-concordia",1
"342","MB12_S19","training","train2",13.77,1,"irl-concordia",2
"343","MB12_S20","ADS","ADS1",10.87,2,"irl-concordia",3
"344","MB12_S20","ADS","ADS2",1.4,2,"irl-concordia",5
"345","MB12_S20","ADS","ADS3",1.86,2,"irl-concordia",8
"346","MB12_S20","ADS","ADS4",12.06,2,"irl-concordia",9
"347","MB12_S20","ADS","ADS5",0,2,"irl-concordia",12
"348","MB12_S20","ADS","ADS6",0,2,"irl-concordia",14
"349","MB12_S20","ADS","ADS7",0,2,"irl-concordia",15
"350","MB12_S20","ADS","ADS8",0,2,"irl-concordia",18
"351","MB12_S20","IDS","IDS1",13.72,2,"irl-concordia",4
"352","MB12_S20","IDS","IDS2",4.6,2,"irl-concordia",6
"353","MB12_S20","IDS","IDS3",5.15,2,"irl-concordia",7
"354","MB12_S20","IDS","IDS4",4.21,2,"irl-concordia",10
"355","MB12_S20","IDS","IDS5",0,2,"irl-concordia",11
"356","MB12_S20","IDS","IDS6",0,2,"irl-concordia",13
"357","MB12_S20","IDS","IDS7",0,2,"irl-concordia",16
"358","MB12_S20","IDS","IDS8",0,2,"irl-concordia",17
"359","MB12_S20","training","train1",16.2,2,"irl-concordia",2
"360","MB12_S20","training","train2",16.73,2,"irl-concordia",1
"361","MB12_S21","ADS","ADS1",2.71,4,"irl-concordia",8
"362","MB12_S21","ADS","ADS2",0.72,4,"irl-concordia",12
"363","MB12_S21","ADS","ADS3",5.88,4,"irl-concordia",10
"364","MB12_S21","ADS","ADS4",6.78,4,"irl-concordia",13
"365","MB12_S21","ADS","ADS5",13.44,4,"irl-concordia",3
